1637659686516516096 -0.00001 0.00001 0.00001 0.00050 0.00000 0.00000 1.00000
1637659686526042112 -0.00002 0.00001 -0.00001 0.00000 0.00000 0.00000 1.00000
1637659686516097280 -0.00001 0.00001 0.00001 0.00050 0.00000 0.00000 1.00000
1637659686536097280 -0.00000 0.00001 -0.00001 0.00050 0.00000 0.00000 1.00000
1637659686545960704 0.00001 0.00001 0.00000 0.00050 0.00000 0.00000 1.00000
1637659686525960704 -0.00002 0.00001 -0.00001 0.00000 0.00000 0.00000 1.00000
1637659686554784768 -0.00000 0.00000 0.00000 0.00050 0.00000 0.00000 1.00000
1637659686535179264 -0.00000 0.00001 -0.00001 0.00050 0.00000 0.00000 1.00000
1637659686565179136 -0.00001 0.00000 0.00001 0.00050 0.00000 0.00000 1.00000
1637659686554695936 -0.00000 0.00000 0.00000 0.00050 0.00000 0.00000 1.00000
1637659686584696064 -0.00001 0.00000 -0.00000 0.00050 0.00000 0.00000 1.00000
1637659686564695808 -0.00001 0.00000 0.00001 0.00050 0.00000 0.00000 1.00000
1637659686595461888 -0.00001 -0.00000 -0.00001 0.00050 0.00000 0.00000 1.00000
1637659686576371968 -0.00001 0.00000 -0.00000 0.00050 0.00000 0.00000 1.00000
1637659686616371968 -0.00001 -0.00000 -0.00002 0.00000 0.00000 0.00000 1.00000
1637659686636056064 -0.00000 0.00000 -0.00001 0.00050 0.00000 0.00000 1.00000
1637659686606056192 -0.00000 -0.00001 0.00002 0.00050 0.00000 0.00000 1.00000
1637659686628616704 -0.00001 -0.00000 -0.00002 0.00000 0.00000 0.00000 1.00000
1637659686658616832 0.00001 -0.00001 0.00002 0.00050 0.00000 0.00000 1.00000
1637659686636497408 -0.00000 0.00000 -0.00001 0.00050 0.00000 0.00000 1.00000
1637659686666497536 -0.00001 0.00001 0.00000 0.00050 0.00000 0.00000 1.00000
1637659686646649600 -0.00000 0.00000 -0.00000 0.00050 0.00000 0.00000 1.00000
1637659686676649472 -0.00001 0.00001 0.00000 0.00050 0.00000 0.00000 1.00000
1637659686656055808 0.00001 -0.00001 0.00002 0.00050 0.00000 0.00000 1.00000
1637659686686055936 -0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 1.00000
1637659686702564352 -0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 1.00000
1637659686704345344 -0.00002 -0.00001 -0.00002 0.00000 0.00000 0.00000 1.00000
1637659686674345472 -0.00001 0.00001 0.00000 0.00050 0.00000 0.00000 1.00000
1637659686686591744 -0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 1.00000
1637659686716016128 0.00000 -0.00001 0.00001 0.00050 0.00000 0.00000 1.00000
1637659686696016128 -0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 1.00000
1637659686723535104 -0.00001 0.00000 -0.00001 0.00050 0.00000 0.00000 1.00000
1637659686713534976 0.00000 -0.00001 0.00001 0.00050 0.00000 0.00000 1.00000
1637659686725907968 -0.00001 0.00000 -0.00001 0.00050 0.00000 0.00000 1.00000
1637659686746166272 -0.00000 -0.00000 -0.00000 0.00050 0.00000 0.00000 1.00000
1637659686756166144 -0.00002 -0.00000 0.00000 0.00050 0.00000 0.00000 1.00000
1637659686736166144 0.00001 -0.00000 0.00001 0.00050 0.00000 0.00000 1.00000
1637659686767316480 -0.00002 -0.00001 0.00000 0.00000 0.00000 0.00000 1.00000
1637659686744941824 -0.00000 -0.00000 -0.00000 0.00050 0.00000 0.00000 1.00000
1637659686754941952 -0.00002 -0.00000 0.00000 0.00050 0.00000 0.00000 1.00000
1637659686766512896 -0.00002 -0.00001 0.00000 0.00000 0.00000 0.00000 1.00000
1637659686776512768 -0.00002 -0.00001 0.00000 0.00000 0.00000 0.00000 1.00000
1637659686784821760 0.00000 -0.00001 0.00002 0.00050 0.00000 0.00000 1.00000
