1637659686.635105133 -0.00176 0.00278 0.00013 -0.00043 0.00178 0.00072 1.00000
1637659686.735225916 -0.00185 0.00274 0.00019 -0.00045 0.00174 0.00071 1.00000
1637659686.835283995 -0.00083 0.00217 0.00015 -0.00052 0.00167 0.00068 1.00000
1637659686.935194016 -0.00090 0.00223 0.00017 -0.00054 0.00161 0.00069 1.00000
1637659687.035135746 -0.00176 0.00261 0.00017 -0.00050 0.00163 0.00071 1.00000
1637659687.135354280 -0.00161 0.00237 0.00018 -0.00049 0.00162 0.00070 1.00000
1637659687.235086203 -0.00166 0.00243 0.00019 -0.00052 0.00162 0.00067 1.00000
1637659687.335077524 -0.00169 0.00251 0.00019 -0.00052 0.00161 0.00069 1.00000
1637659687.436205864 -0.00163 0.00246 0.00022 -0.00054 0.00160 0.00070 1.00000
1637659687.536429882 -0.00161 0.00240 0.00022 -0.00055 0.00157 0.00070 1.00000
1637659687.637001514 -0.00162 0.00234 0.00019 -0.00055 0.00155 0.00067 1.00000
1637659687.737068176 -0.00165 0.00218 0.00015 -0.00056 0.00155 0.00065 1.00000
1637659687.835103035 -0.00165 0.00233 0.00012 -0.00055 0.00155 0.00067 1.00000
1637659687.935109138 -0.00167 0.00258 0.00017 -0.00057 0.00153 0.00066 1.00000
1637659688.035588741 -0.00169 0.00247 0.00021 -0.00056 0.00154 0.00066 1.00000
1637659688.135136843 -0.00169 0.00232 0.00017 -0.00056 0.00153 0.00067 1.00000
1637659688.235139132 -0.00173 0.00227 0.00013 -0.00059 0.00149 0.00068 1.00000
1637659688.336523533 -0.00171 0.00223 0.00014 -0.00060 0.00151 0.00067 1.00000
1637659688.435121298 -0.00166 0.00228 0.00015 -0.00059 0.00151 0.00065 1.00000
1637659688.536350965 -0.00166 0.00230 0.00017 -0.00059 0.00149 0.00065 1.00000
1637659688.636038780 -0.00169 0.00195 0.00018 -0.00061 0.00150 0.00061 1.00000
1637659688.735536814 -0.00166 0.00195 0.00018 -0.00062 0.00148 0.00063 1.00000
1637659688.835188866 -0.00147 0.00204 0.00005 -0.00060 0.00149 0.00060 1.00000
1637659688.936516762 -0.00165 0.00186 0.00012 -0.00060 0.00151 0.00062 1.00000
1637659689.035439491 -0.00170 0.00264 0.00008 -0.00059 0.00148 0.00064 1.00000
1637659689.135210514 -0.00167 0.00230 0.00016 -0.00062 0.00147 0.00065 1.00000
1637659689.235090017 -0.00169 0.00211 0.00019 -0.00060 0.00147 0.00063 1.00000
1637659689.340452671 -0.00167 0.00214 0.00025 -0.00063 0.00147 0.00063 1.00000
1637659689.443490267 -0.00165 0.00226 0.00029 -0.00063 0.00146 0.00065 1.00000
1637659689.535179615 -0.00165 0.00208 0.00028 -0.00064 0.00146 0.00062 1.00000
1637659689.635289431 -0.00170 0.00215 0.00029 -0.00067 0.00147 0.00064 1.00000
1637659689.736566305 -0.00171 0.00209 0.00029 -0.00066 0.00145 0.00064 1.00000
1637659689.835791588 -0.00171 0.00203 0.00029 -0.00067 0.00145 0.00063 1.00000
1637659689.936725616 -0.00174 0.00219 0.00025 -0.00066 0.00148 0.00063 1.00000
1637659690.035419464 -0.00177 0.00216 0.00025 -0.00066 0.00147 0.00063 1.00000
1637659690.135285854 -0.00166 0.00188 0.00029 -0.00066 0.00147 0.00060 1.00000
1637659690.235194683 -0.00168 0.00207 0.00030 -0.00069 0.00146 0.00061 1.00000
1637659690.335351467 -0.00180 0.00236 0.00030 -0.00066 0.00144 0.00062 1.00000
1637659690.485770226 -0.00177 0.00225 0.00033 -0.00066 0.00145 0.00062 1.00000
1637659690.585279226 -0.00181 0.00236 0.00032 -0.00066 0.00143 0.00064 1.00000
1637659690.685661793 -0.00173 0.00211 0.00025 -0.00068 0.00145 0.00063 1.00000
1637659690.785225630 -0.00174 0.00208 0.00023 -0.00069 0.00148 0.00062 1.00000
1637659690.885789871 -0.00183 0.00228 0.00021 -0.00068 0.00148 0.00063 1.00000
1637659690.992205381 -0.00186 0.00221 0.00025 -0.00068 0.00149 0.00063 1.00000
1637659691.085585833 -0.00176 0.00200 0.00027 -0.00069 0.00150 0.00061 1.00000
1637659691.185395002 -0.00170 0.00199 0.00020 -0.00070 0.00148 0.00061 1.00000
1637659691.286615133 -0.00179 0.00219 0.00018 -0.00070 0.00153 0.00062 1.00000
1637659691.385195971 -0.00181 0.00220 0.00017 -0.00071 0.00157 0.00061 1.00000
1637659691.485157013 -0.00178 0.00204 0.00016 -0.00073 0.00156 0.00061 1.00000
1637659691.585247517 -0.00156 0.00175 0.00016 -0.00078 0.00158 0.00059 1.00000
1637659691.685277700 -0.00153 0.00189 0.00021 -0.00076 0.00160 0.00058 1.00000
1637659691.788271427 -0.00178 0.00206 0.00023 -0.00077 0.00167 0.00059 1.00000
1637659691.885191679 -0.00171 0.00194 0.00018 -0.00078 0.00168 0.00060 1.00000
1637659691.987304926 -0.00178 0.00220 0.00017 -0.00079 0.00173 0.00061 1.00000
