3932.007000000 0.00012 0.00003 -0.00005 -0.00650 0.00000 0.00000 0.99998
1637659680.615706205 0.00014 0.00003 -0.00005 -0.00650 0.00000 0.00000 0.99998
1637659680.625914574 0.00014 0.00003 -0.00004 -0.00650 0.00000 0.00000 0.99998
1637659680.645714045 0.00012 0.00003 -0.00005 -0.00650 0.00000 0.00000 0.99998
1637659680.665714025 -0.00002 -0.00002 -0.00014 -0.00750 0.00050 0.00000 0.99997
1637659680.655687809 -0.00002 -0.00002 -0.00014 -0.00750 0.00050 0.00000 0.99997
1637659680.665687799 -0.00002 -0.00002 -0.00014 -0.00750 0.00050 0.00000 0.99997
1637659680.675672770 0.00013 0.00003 -0.00006 -0.00650 0.00000 0.00000 0.99998
1637659680.695672750 0.00013 0.00003 -0.00006 -0.00650 0.00000 0.00000 0.99998
1637659680.705672741 -0.00001 -0.00001 -0.00012 -0.00750 0.00100 0.00001 0.99997
1637659680.716363192 0.00001 -0.00002 -0.00012 -0.00750 0.00100 0.00001 0.99997
1637659680.726363182 0.00013 0.00003 -0.00006 -0.00650 0.00000 0.00000 0.99998
1637659680.675679922 0.00013 0.00003 -0.00006 -0.00650 0.00000 0.00000 0.99998
1637659680.735679865 0.00013 0.00003 -0.00006 -0.00650 0.00000 0.00000 0.99998
1637659680.705679893 -0.00001 -0.00001 -0.00012 -0.00750 0.00100 0.00001 0.99997
1637659680.725707769 0.00013 0.00003 -0.00006 -0.00650 0.00000 0.00000 0.99998
1637659680.765703678 -0.00001 -0.00001 -0.00012 -0.00750 0.00050 0.00000 0.99997
1637659680.745991230 0.00013 0.00003 -0.00006 -0.00650 0.00000 0.00000 0.99998
1637659680.755991220 -0.00001 -0.00001 -0.00012 -0.00750 0.00050 0.00000 0.99997
1637659680.775991201 0.00014 0.00004 -0.00007 -0.00650 0.00000 0.00000 0.99998
1637659680.785991192 0.00014 0.00004 -0.00007 -0.00650 0.00000 0.00000 0.99998
1637659680.765704632 -0.00001 -0.00001 -0.00012 -0.00750 0.00050 0.00000 0.99997
1637659680.805867672 0.00013 0.00003 -0.00007 -0.00650 0.00000 0.00000 0.99998
1637659680.785867691 0.00014 0.00004 -0.00007 -0.00650 0.00000 0.00000 0.99998
1637659680.815716743 0.00015 0.00003 -0.00006 -0.00650 0.00000 0.00000 0.99998
1637659680.795710087 0.00013 0.00004 -0.00007 -0.00650 0.00000 0.00000 0.99998
1637659680.825710058 0.00014 0.00002 -0.00006 -0.00650 0.00000 0.00000 0.99998
